species,k,sim,smoother,log_likelihood,num_train_states,num_test_states
bird1,1,20,0.01,-0.753559960691396,8,8
bird1,1,20,0.1,-0.7535742880199641,8,8
bird1,2,20,0.001,-0.7120612382166986,56,34
bird1,2,20,0.01,-0.7103549132976318,56,34
bird1,2,20,0.1,-0.7089713471776014,56,34
bird1,3,20,0.001,-0.7011591613371468,392,76
bird1,3,20,0.01,-0.6985575551995463,392,76
bird1,3,20,0.1,-0.6968297685593606,392,76
bird1,4,20,0.001,-0.7040801133087495,2744,134
bird1,4,20,0.01,-0.6996782211099414,2744,134
bird1,4,20,0.1,-0.6971221092201902,2744,134
bird1,5,20,0.001,-0.7199629017151956,19208,213
bird1,5,20,0.01,-0.7102446902574883,19208,213
bird1,5,20,0.1,-0.7042259491902829,19208,213
bird1,0,21,0.001,-1.7167322293159692,1,1
bird1,0,21,0.01,-1.7167322083588248,1,1
bird1,0,21,0.1,-1.7167319992035117,1,1
bird1,1,21,0.001,-0.7438647770407256,8,8
bird1,1,21,0.01,-0.7438676605634678,8,8
bird1,1,21,0.1,-0.7438970168684543,8,8
bird1,2,21,0.001,-0.7005533434755574,56,34
bird1,2,21,0.01,-0.6995613849331291,56,34
bird1,2,21,0.1,-0.6988569681710226,56,34
bird1,3,21,0.001,-0.6822820430383112,392,72
bird1,3,21,0.01,-0.6807905034632833,392,72
bird1,3,21,0.1,-0.6801254285441625,392,72
bird1,4,21,0.001,-0.6831970122561054,2744,124
bird1,4,21,0.01,-0.6804708362813814,2744,124
bird1,4,21,0.1,-0.6792555882384018,2744,124
bird1,5,21,0.001,-0.6968910737820648,19208,194
bird1,5,21,0.01,-0.6899008652061263,19208,194
bird1,5,21,0.1,-0.6857778651112371,19208,194
bird1,0,22,0.001,-1.723586436857255,1,1
bird1,0,22,0.01,-1.7235864663452787,1,1
bird1,0,22,0.1,-1.7235867614645748,1,1
bird1,1,22,0.001,-0.7438656895153556,8,8
bird1,1,22,0.01,-0.7436859007857842,8,8
bird1,1,22,0.1,-0.7435291641206914,8,8
bird1,2,22,0.001,-0.6980946575955927,56,32
bird1,2,22,0.01,-0.697360114289194,56,32
bird1,2,22,0.1,-0.696911973479348,56,32
bird1,3,22,0.001,-0.6830203367655223,392,65
bird1,3,22,0.01,-0.6822856794986674,392,65
bird1,3,22,0.1,-0.682110113923379,392,65
bird1,4,22,0.001,-0.6834172547557863,2744,113
bird1,4,22,0.01,-0.6819285244438659,2744,113
bird1,4,22,0.1,-0.6817510578037669,2744,113
bird1,5,22,0.001,-0.684234576188333,19208,173
bird1,5,22,0.01,-0.6815187430044604,19208,173
bird1,5,22,0.1,-0.6811898155359677,19208,173
bird1,0,23,0.001,-1.7350694807823113,1,1
bird1,0,23,0.01,-1.7350694410138563,1,1
bird1,0,23,0.1,-1.7350690437038656,1,1
bird1,1,23,0.001,-0.7441204160554699,8,8
bird1,1,23,0.01,-0.7441224805159065,8,8
bird1,1,23,0.1,-0.7441438793724231,8,8
bird1,2,23,0.001,-0.7004977900537834,56,36
bird1,2,23,0.01,-0.6987975394059331,56,36
bird1,2,23,0.1,-0.6974579204006075,56,36
bird1,3,23,0.001,-0.6888139787866708,392,75
bird1,3,23,0.01,-0.6854793512402239,392,75
bird1,3,23,0.1,-0.6829986497169949,392,75
bird1,4,23,0.001,-0.6912030227323535,2744,136
bird1,4,23,0.01,-0.6868976650839081,2744,136
bird1,4,23,0.1,-0.6840824210244323,2744,136
bird1,5,23,0.001,-0.6996062111139683,19208,210
bird1,5,23,0.01,-0.6933566847734118,19208,210
bird1,5,23,0.1,-0.6898277917418315,19208,210
bird1,0,24,0.001,-1.729949181223994,1,1
bird1,0,24,0.01,-1.7299492014561513,1,1
bird1,0,24,0.1,-1.7299494040010728,1,1
bird1,1,24,0.001,-0.7520413793114309,8,8
bird1,1,24,0.01,-0.752042551936203,8,8
bird1,1,24,0.1,-0.7520551863743611,8,8
bird1,2,24,0.001,-0.7093130515856186,56,34
bird1,2,24,0.01,-0.7077944482987825,56,34
bird1,2,24,0.1,-0.7066566822776245,56,34
bird1,3,24,0.001,-0.701708678539885,392,75
bird1,3,24,0.01,-0.699292262981726,392,75
bird1,3,24,0.1,-0.6977091590885437,392,75
bird1,4,24,0.001,-0.7122914571280011,2744,138
bird1,4,24,0.01,-0.7062986578442958,2744,138
bird1,4,24,0.1,-0.7025027558863135,2744,138
bird1,5,24,0.001,-0.7246401928261026,19208,219
bird1,5,24,0.01,-0.7153471228902663,19208,219
bird1,5,24,0.1,-0.7096970057645626,19208,219
bird1,0,25,0.001,-1.7254635143107404,1,1
bird1,0,25,0.01,-1.7254635058223415,1,1
bird1,0,25,0.1,-1.7254634212595377,1,1
bird1,1,25,0.001,-0.7436642244176878,8,8
bird1,1,25,0.01,-0.743320010414341,8,8
bird1,1,25,0.1,-0.7429941876587586,8,8
bird1,2,25,0.001,-0.7009728231981639,56,36
bird1,2,25,0.01,-0.6999176533807935,56,36
bird1,2,25,0.1,-0.6991527614304635,56,36
bird1,3,25,0.001,-0.688832549169552,392,81
bird1,3,25,0.01,-0.6865121113883392,392,81
bird1,3,25,0.1,-0.6852371529641967,392,81
bird1,4,25,0.001,-0.6928058624124763,2744,135
bird1,4,25,0.01,-0.6889855027167171,2744,135
bird1,4,25,0.1,-0.6871872830169279,2744,135
bird1,5,25,0.001,-0.7017967212217258,19208,204
bird1,5,25,0.01,-0.6957271803265274,19208,204
bird1,5,25,0.1,-0.6927907365438102,19208,204
bird1,0,26,0.001,-1.742186276804822,1,1
bird1,0,26,0.01,-1.742186125167884,1,1
bird1,0,26,0.1,-1.7421846093978595,1,1
bird1,1,26,0.001,-0.7407243298405318,8,8
bird1,1,26,0.01,-0.7405616818902341,8,8
bird1,1,26,0.1,-0.7404226091128371,8,8
bird1,2,26,0.001,-0.6984857258824114,56,37
bird1,2,26,0.01,-0.6969735220561609,56,37
