wav_file,song
bird_3_280718_070839.413.cbin,iiiiddddbbbiiiidiiidbbbicccccccccccccceeeeeidbbbiidbbbiiiidbbbiidiiidbbbiieeeeei
bird_3_280718_070902.417.cbin,iiiiidddbbbiiiidbbbiiicccccccccccccceeeeedbbbiieeee
bird_3_280718_070916.419.cbin,iiiiidddbbbidbbbcccccccccceeeeeiidiiiiiiidbbbiicccccccccccccceeeeeidbbb
bird_3_280718_070929.420.cbin,iiiiiidddbbbiccccccccccccceeeeidbbbiidbbbiiiiidbbbidbbbiicccccccccccccccceeeeeiidbbbiieeeee
bird_3_280718_070955.421.cbin,iiiiiiddddddiidbbbiiiiiiiidbbbiiiccccccccccccccceeeeedbbbiieeeee
bird_3_280718_071015.424.cbin,iiiiiiddbbbidbbbiiiidbbbiidbbbiiicccccccccccccceeeeedbbbiieeeee
bird_3_280718_071029.426.cbin,iiiiiidddbbbidbbbiiiccccccccccccceeeeeiidbbb
bird_3_280718_071048.427.cbin,iiiidddddbbbidbbbiiiiiiiiiidbbbiieeeeeii
bird_3_280718_071059.428.cbin,iiiidddbbbidbbbiiccccccccccccccceeeeee
bird_3_280718_071107.429.cbin,iiiiiiiidddddbbbiiiidbbbiicccccccccccccceeeeeiiidbbbiiiidbbbiieeeeidbbbiieeeee
bird_3_280718_071134.430.cbin,iiiiiddddddbbbiiiiiiiiididbbbiccccccccccccccccccccceeeeedbbbidbbbiddbbb
bird_3_280718_071152.431.cbin,iiiiiidddddbbbidiidbbbiicccccccccccccccceeeeeiidbbbiieeeee
bird_3_280718_071212.432.cbin,iiiiiidddbbbiiiiiiidbbbiicccccccccccccccceeeedbbbiidbbbidiidbbbidbbbiiiiiiiidbbbiiiiiiiiddbbbi
bird_3_280718_071258.433.cbin,iiiiidddbbbiidbbbiidiiiiidbbbiieeeeedbbbidbbbiieeee
bird_3_280718_071309.434.cbin,iiiiidddbbbiiiiidddbbbidiiiccccccccccccccccccceeeee
bird_3_280718_071324.435.cbin,iddddbbbiiiicccccccccccccccceeeeeiidbbbiidiiiiiiiiiddbbbiiiiiiiddbbbiiicccccccccccceeeeeedbbbidbbbidbbb
bird_3_280718_071400.436.cbin,iiiiiddddbbbidbbbicccccccccccccceeeeeiidbbbiieeeeeidiidbbbiicccccccccccccccceeeee
bird_3_280718_071426.437.cbin,iiiiiidiiiddbbbiiidiiccccccccccccccccccceeeeeidbbbiidbbbieeeeeiiidbbbiiiiidbbbiiccccccccccccccccceeeeeidbbbiieei
bird_3_280718_071534.438.cbin,iiiiiiiidddbbbiiiicccccccccccccccceeeedbbbiiiiiiidddbbbiiidiiiiidbbbiicccccccccccccccceeeee
bird_3_280718_071603.439.cbin,iiiiiidddddiiiiiiiidbbbidiidbbbiiidbbbicccccccccccccccceeeeeiiidbbbi
bird_3_280718_071631.440.cbin,iiiiiddddddbbbiicccccccccccccceeeeeedbbbiidddiiiiiiiiiidbbbiiccccccccccccc
bird_3_280718_071700.442.cbin,iiidddbbbiidbbbidiiiiiiiiidbbbiicccccccccccccccccceeeeidbbbiiddbbiiiidbbbiieeeee
bird_3_280718_071838.444.cbin,iiiiiiiidddbbbidbbbiicccccccccccccccceeeeidbbbiicccccccccccceeeeeiidbbbieeeee
bird_3_280718_071910.447.cbin,iiiiidddddddbbbiiiiiiiiiiidiiccccccccccccccccceeeeedbbbiieeeeeidbbbiidbbbieeeee
bird_3_280718_072243.451.cbin,iiiiiddddiiicccccccccccccccccccccceeeeedbbbiiidbbbiicccccccccccceeeeeidbbbiiidbbbiieeeee
bird_3_280718_072305.452.cbin,iiiiiidddbbbidbbbiiiiiiidbbbiicccccccccccccccceeeeeedbbbiidbbbiiiiidbbb
bird_3_280718_072330.454.cbin,iiiiiiddddbbbiiiiiiidiidiiccccccccccccccccccceeeeedbbbiiiiddbbbii
bird_3_280718_072346.455.cbin,iiiiiiidddddbbbiiiiiiidiiiiccccccccccccccccceeeeedbbbidbbbiiiiiiddbbiiiiiddbbbiicccccccccccceeeeeiiddbbbi
bird_3_280718_072422.456.cbin,iiiiiiiidddddiiiiiidddbbbidiiiiiidiidicccccccccccccccceeeeeiiiidbbbiieeeeee
bird_3_280718_072448.459.cbin,iiiiiiiidddbbbiiiidbbbiiccccccccccccccccccceeeeeediididbbbiieeeeeeiiiiddbbbiieeeee
bird_3_280718_072544.462.cbin,iiiidddddbbbiiidddiiiicccccccccccccccceeeeeidbbbiddbbiiidbbbidiidbbbiieeeeeiiidbbbiiiccccccccccccceeeeee
bird_3_280718_072646.463.cbin,iiiiiiidddbbbiiiidbbbidddiiiiiidiiccccccccccccccccccceeeeedidbbbiiccccccccccccceeeeiidbbbiidbbbidbbbiiidbbbiiiii
bird_3_280718_072713.465.cbin,iiiiiiiidddbbbiiccccccccccccccceeeeedbbbii
bird_3_280718_072724.467.cbin,iiiiiiddddddbbbiiidiiccccccccccccccccceeeeeeidbbbiieeeeee
bird_3_280718_072738.468.cbin,iiiiiidddiddbbbiiiiidbbbicccccccccccccccccceeeeee
bird_3_280718_072804.469.cbin,iiiiiiiiiiiddddddbbbiiiididbbbiicccccccccccccccceeeeeiiidbbbiieeeeeeiidbbbi
bird_3_280718_073606.472.cbin,iiiiidddbbbiiiiidbbbiicccccccccccccccceeeeedbbbiieeeeeidbbbidbbbiiiiiiidiiiieeeee
bird_3_280718_073644.473.cbin,iiidddiiiiidiiiiicccccccccccccccceeeeedbbbiiidbbbiiiididbbbiiddbbbiiieeeeeeiiddbbbiiii
bird_3_280718_073712.475.cbin,iiiiiiiiddddddbbbiiiidiiccccccccccccccccccceeeeedbbbicccccccccccccceeeeeidbbbiiiiidddbbbiiiieeeeeidbbbidbbbiii
bird_3_280718_073750.478.cbin,iiiiiidddddbbbiiiiiiiidiidieeeeedbbbiiiiiidiiicccccccccccccceeeeeeidbbbiddiii
bird_3_280718_073826.481.cbin,iiiiiiiiiiddddbbbiiiiiiidiidbbbiccccccccccccccccceeeeeidbbbiiiidbbbiibdbbbiieeeeeiidbbbi
bird_3_280718_073931.490.cbin,iiiiiiiiiiiiddddiiiiiiiiiiidiccccccccccccceeeeeiii
bird_3_280718_073959.493.cbin,iiiiiiiiiddbbbiidbbbiicccccccccccccceeeeeidbbbidiiidbbbiieeeee
bird_3_280718_074016.494.cbin,iiiiiiiiidddddbbbiidiiccccccccccccccceeeiidbbbii
bird_3_280718_074028.496.cbin,iiiiiiiiiddddddbbbicccccccccccccccceeeeeddbbbii
bird_3_280718_074039.497.cbin,iiiiiidddiiii
bird_3_280718_074059.498.cbin,idddddddbbbiiidbbbiieeeeeidiidbbbiiiccccccccccccccceeeeeiidiiddbbiicccccccccccceeeeediidiiidddbbbiddbbb
bird_3_280718_074134.500.cbin,iiiiiiiiddiiidbbbicccccccccccccccccceeeee
bird_3_280718_074144.502.cbin,iiiiddbbbiiccccccccccccccceeeeeeiidbbbiiddbbbiddbbcccccccccceeeeeiidiieeeee
bird_3_280718_074303.507.cbin,iiiiiiddddiiidbbbiiiiiiiiidiiiiccccccccccccccceeeeeiiidbbbiiiicccccccccccccccccceeeeeii
bird_3_280718_074322.508.cbin,iiiiiiiidddbbbidbbbiiiiccccccccccccccccee
bird_3_280718_074332.509.cbin,iiiidddbbbidiidbbbiiiiidiiiccccccccccccccceeeeeeedbbbiddbbbiidiiiddbbbiieeeee
bird_3_280718_074413.513.cbin,iiiiidddddbbbididbdbbbiieeeeeedbbbiiidbbbiidbbbiiiiiiiidiieeeeeiiiddbbbiiieeeee
bird_3_280718_074515.515.cbin,iiiiiddddbbbidbbbiccccccccccccccccccceeeeedbbbidbbbiieeeeeiiiidiieeeeeidbbbiiidbbbiiiididbbbiiiiddiiiidbbbiidbbbii
bird_3_280718_080538.532.cbin,iiiididdddbbbiiiiidbbbiccccccccccccccccccceeeeidbbbiieeeeiidbbbiieeeeeedbbbiiicccccccccccceeeee
bird_3_280718_080608.533.cbin,iiiiiddddbbbiiiiiiidbbbiicccccccccccccceeeeeidbbbddbbbiieeee
bird_3_280718_080621.534.cbin,iiiidddbbbiidbbbiiiiidddbbb
bird_3_280718_080647.537.cbin,iiiidddddddbbbiiiidiiiiicccccccccccccccceeeedbbbiiidiieeeee
bird_3_280718_080722.539.cbin,iiiiiiddddddbiiidiicccccccccccccccceeeeeiidiiiidbbbiiieeee
bird_3_280718_080739.541.cbin,iiiiidddbbbiiidbbbiicccccccccccccceeeeedbbbiidiididbbbiiiidiiiiidbbbidbbbiiccccccccccee
bird_3_280718_080757.542.cbin,iiiiiidddddbbbidiicccccccccccceeeeedbbbiiiid
bird_3_280718_080825.544.cbin,iiiidddddbbbiiiiidiicccccccccccccccccceeeeeedbbbidbbbiiiiiiiddbbbiiieeeeeidbbbiiieeee
bird_3_280718_081542.547.cbin,iiiiiiddddddiieeeeeiiiiidiiccccccccccccccccceeeedbbbiiicccccccccccceeeeeidbbbidbbbiiiddddiidiiccccccccccccccceeeeee
bird_3_280718_081640.555.cbin,iiiiiidddddbbbiiiiiidicccccccccccccccccceeeeeiiddbbbidbbbiiccccccccccccceeeeeiidbbbiieeeeeiddbbbiicccccccccccccceeeeeiiidbbbii
bird_3_280718_081717.560.cbin,iiiiiiddddbbbidbbbiicccccccccccccceeeeeedbbbiieeeeeiiiidbbbiiiidii
bird_3_280718_081729.561.cbin,iiiiiiddddbbbidbbbidiiiiidbbbiiiccccccccccccccccceeeeeedbbbiiidbbbiiiicccccccccccccccee
bird_3_280718_081829.567.cbin,iiiidddbbbiiidiicccccccccccccccceeeeeiidbbbiiiiiiiiiddbbbiidddbbbiicccccccccccceeeeeedbbbiidiiidbbbiidddd
bird_3_280718_081857.568.cbin,iiiidddddddbbbiiidiiccccccccccccccccceeeeeidbbbiddii
bird_3_280718_081924.569.cbin,iiiiiiddddddiiiiiiiidiiiiiccccccccccccccccceeeeeeiidbbbi
bird_3_280718_082000.571.cbin,iiiiiddddiiiidiiicccccccccccccccccceeeeedbbbiiieeeeeeiddbbiieeeeeiddbbidbbbidiiidbbbiieeeeee
bird_3_280718_082126.576.cbin,iiiiddddbbbiiiiiiiiiiddbbbiiiccccccccccccccceeeeeidbbbidbbbiiieeeeeiiidbbbidiiiiidbbbiiiiiiiiidii
bird_3_280718_082151.578.cbin,iiiddiddbbbiiiidddbbbiiiiiicccccccccccccccccceeeeeeidbbbiiieeeeeiidbbbiidiiidiii
bird_3_280718_082218.581.cbin,iiiiidddbbbiddbbbidbbbiiiiccccccccccccccccccceeeeeiidiii
bird_3_280718_082236.582.cbin,iiiiidddbbbiidiiicccccccccccccccccccceeeeeiidbbbiieee
bird_3_280718_082246.583.cbin,iiiiiidddbbbidiiiiiiidiiccccccccccccccceeeeedbbbiididbbbiiiiiiieeeeee
bird_3_280718_082258.584.cbin,iiidddiiieeeeidbbbiidbbbiieeeeee
bird_3_280718_082507.588.cbin,iiiiiiidddddbbbiidiiiicccccccccccccccccccccceeeeedbbbiiieeeeeiidbbbidbbbccccccccccccceeeeeiidiiidbbbididbbbiiiiidbbbiiiidbbb
bird_3_280718_082544.589.cbin,iiiiddddbbbiidiiiiccccccccccccccccccceeeeeedbbbiieeeeidiidbbbiiiicccccccccccceeeee
bird_3_280718_082556.590.cbin,iddddbbbididbbbiieeeeeiidiidbbbiiiccccccccccccccceeeeeeiddbbbiiddddbbbiiidiiidiiiiidbbbidiiieeeeee
bird_3_280718_082629.591.cbin,iiiiiidddddddbbbidiiiiiiidiiiicccccccccccccccccccceeeeeedbbbiieeeeeiidbbdidbbbi
bird_3_280718_082652.592.cbin,iiiiidiiiiiiiiiddbbbiiidiieeeeeedbbbidiiidbbbidbbbidiiddd
bird_3_280718_082719.594.cbin,iiiiiiiiddddbbbiiidddddbbbiiiiiiidbbbiiccccccccccccccccccccccccceeeeedbbbiieeeeeid
bird_3_280718_082839.601.cbin,iiiiiddddbbbiiidddiiiiiidiiiccccccccccccccccccccceeeeediidbbbiiiidiicccccccccccceeeeedbbbiieeeeeeiidiidbbbiiidiiiiiiiii
bird_3_280718_084244.619.cbin,iiidddddbbbidiiiccccccccccccccceeeeedbbbiiiieeeeedbbbiiiccccccccccccceeeeeidbbbiiiiidbbbieeeee
bird_3_280718_084323.622.cbin,iiiiiidddiidiiiiiicccccccccccccccccceeeeedbbbiiicccccccccccceeeeeidbbbiddiiiiiiiiiidbbbididdbbbiieeeee
bird_3_280718_084403.625.cbin,iiiiiididdbbbiiiiiccccccccccccccccccccceeeeedbbbiieeeeeeidddbbbiiicccccccccccccccceeeeeeiidbbbiddbbbiiccccccccccceeeee
bird_3_280718_084423.626.cbin,iiiiiiidddbbbii
bird_3_280718_084428.627.cbin,iiidddbbbidddbbbiiiccccccccccccccccceeeeeedidbbbiiiiidbbbiiiccccccccccccccccceeeeeiidbbbiidbbbddbbbiicccccccccccceeeeee
bird_3_280718_084633.634.cbin,iiiddddddbbbiiiiidiiccccccccccccccccccceeeeedbbbiieeeeeiiiddbbbiiiccccccccccccceeeeediidbbbddbbbidbbbiiiiidiieeeee
bird_3_280718_084706.638.cbin,iiiiiiiddddiidddidiiiccccccccccccccceeeeeedbbbiiieeeeeiidbbdbbbddbbbidiiididbbbiieeeeeiiidbbbiiieeeee
bird_3_280718_084739.640.cbin,iiiiiddddbbbiiiiiiiidbbbiiccccccccccccccceeeeedbbbidbbbi
bird_3_280718_084756.642.cbin,iiiidddddbbbiidbbbiididbbbiiicccccccccccccccceeeeedbbbiidbbbibdbbbddbbbiieeeeeiidbbbiiiieeeeee
bird_3_280718_085116.651.cbin,iiidddbbbiiiidbbbiiiccccccccccccccccceeeeeedbbbidbbbiieeeeeidddbbbiiccccccccccceeeeeidiieeeee
bird_3_280718_085144.653.cbin,iddbbbiiiiiididddiidiiiiiiiiiiidbbbiicccccccccccccccccccceeeeeeiidbbbiiiieeeeedbbbii
bird_3_280718_085225.655.cbin,iiiiiiiddbbbiiiiiicccccccccccccccceeeeedbbbiieeeeedddbbbiiicccccccccccccccceeeeeddbbbiidbbbiiieeeee
bird_3_280718_090229.689.cbin,iiiiiddddbbbiiccccccccccccccccccceeeeedbbbiieeeee
